date;puissance
2015-09-18T16:59:59+02:00;442.333333333
2015-09-18T17:59:59+02:00;499.166666667
2015-09-18T18:59:59+02:00;548.333333333
2015-09-18T19:59:59+02:00;553.333333333
2015-09-18T20:59:59+02:00;574.666666667
2015-09-18T21:59:59+02:00;716.5
2015-09-18T22:59:59+02:00;714.166666667
2015-09-18T23:59:59+02:00;573.0
2015-09-19T00:59:59+02:00;495.666666667
2015-09-19T01:59:59+02:00;401.666666667
2015-09-19T02:59:59+02:00;372.833333333
2015-09-19T03:59:59+02:00;360.333333333
2015-09-19T04:59:59+02:00;343.666666667
2015-09-19T05:59:59+02:00;333.666666667
2015-09-19T06:59:59+02:00;375.5
2015-09-19T07:59:59+02:00;470.333333333
2015-09-19T08:59:59+02:00;546.0
2015-09-19T09:59:59+02:00;565.0
2015-09-19T10:59:59+02:00;538.833333333
2015-09-19T11:59:59+02:00;545.166666667
2015-09-19T12:59:59+02:00;507.5
2015-09-19T13:59:59+02:00;459.0
2015-09-19T14:59:59+02:00;444.333333333
2015-09-19T15:59:59+02:00;419.666666667
2015-09-19T16:59:59+02:00;425.5
2015-09-19T17:59:59+02:00;471.5
2015-09-19T18:59:59+02:00;503.833333333
2015-09-19T19:59:59+02:00;506.833333333
2015-09-19T20:59:59+02:00;560.833333333
2015-09-19T21:59:59+02:00;697.166666667
2015-09-19T22:59:59+02:00;715.666666667
2015-09-19T23:59:59+02:00;582.5
2015-09-20T00:59:59+02:00;496.666666667
2015-09-20T01:59:59+02:00;405.5
2015-09-20T02:59:59+02:00;361.0
2015-09-20T03:59:59+02:00;355.166666667
2015-09-20T04:59:59+02:00;328.333333333
2015-09-20T05:59:59+02:00;332.833333333
2015-09-20T06:59:59+02:00;357.666666667
2015-09-20T07:59:59+02:00;433.0
2015-09-20T08:59:59+02:00;530.333333333
2015-09-20T09:59:59+02:00;570.833333333
2015-09-20T10:59:59+02:00;567.833333333
2015-09-20T11:59:59+02:00;604.333333333
2015-09-20T12:59:59+02:00;538.5
2015-09-20T13:59:59+02:00;462.333333333
2015-09-20T14:59:59+02:00;415.5
2015-09-20T15:59:59+02:00;361.166666667
2015-09-20T16:59:59+02:00;359.833333333
2015-09-20T17:59:59+02:00;412.166666667
2015-09-20T18:59:59+02:00;444.166666667
2015-09-20T19:59:59+02:00;473.333333333
2015-09-20T20:59:59+02:00;504.333333333
2015-09-20T21:59:59+02:00;646.333333333
2015-09-20T22:59:59+02:00;678.666666667
2015-09-20T23:59:59+02:00;550.833333333
2015-09-21T00:59:59+02:00;466.333333333
2015-09-21T01:59:59+02:00;380.5
2015-09-21T02:59:59+02:00;350.166666667
2015-09-21T03:59:59+02:00;337.666666667
2015-09-21T04:59:59+02:00;319.333333333
2015-09-21T05:59:59+02:00;308.0
2015-09-21T06:59:59+02:00;366.333333333
2015-09-21T07:59:59+02:00;433.166666667
2015-09-21T08:59:59+02:00;511.666666667
2015-09-21T09:59:59+02:00;522.333333333
2015-09-21T10:59:59+02:00;568.166666667
2015-09-21T11:59:59+02:00;580.0
2015-09-21T12:59:59+02:00;554.5
2015-09-21T13:59:59+02:00;527.333333333
2015-09-21T14:59:59+02:00;499.166666667
2015-09-21T15:59:59+02:00;455.5
2015-09-21T16:59:59+02:00;437.0
2015-09-21T17:59:59+02:00;446.333333333
2015-09-21T18:59:59+02:00;512.833333333
2015-09-21T19:59:59+02:00;506.0
2015-09-21T20:59:59+02:00;536.0
2015-09-21T21:59:59+02:00;656.333333333
2015-09-21T22:59:59+02:00;667.333333333
2015-09-21T23:59:59+02:00;540.166666667
2015-09-22T00:59:59+02:00;468.5
2015-09-22T01:59:59+02:00;404.0
2015-09-22T02:59:59+02:00;360.666666667
2015-09-22T03:59:59+02:00;359.0
2015-09-22T04:59:59+02:00;348.666666667
2015-09-22T05:59:59+02:00;338.333333333
2015-09-22T06:59:59+02:00;368.333333333
2015-09-22T07:59:59+02:00;472.5
2015-09-22T08:59:59+02:00;551.833333333
2015-09-22T09:59:59+02:00;546.0
2015-09-22T10:59:59+02:00;551.0
2015-09-22T11:59:59+02:00;563.166666667
2015-09-22T12:59:59+02:00;504.5
2015-09-22T13:59:59+02:00;480.333333333
2015-09-22T14:59:59+02:00;448.166666667
2015-09-22T15:59:59+02:00;438.666666667
2015-09-22T16:59:59+02:00;440.166666667
2015-09-22T17:59:59+02:00;450.0
2015-09-22T18:59:59+02:00;494.833333333
2015-09-22T19:59:59+02:00;527.166666667
2015-09-22T20:59:59+02:00;555.833333333
2015-09-22T21:59:59+02:00;691.5
2015-09-22T22:59:59+02:00;692.0
2015-09-22T23:59:59+02:00;566.5
2015-09-23T00:59:59+02:00;481.333333333
2015-09-23T01:59:59+02:00;406.5
2015-09-23T02:59:59+02:00;383.166666667
2015-09-23T03:59:59+02:00;364.166666667
2015-09-23T04:59:59+02:00;340.166666667
2015-09-23T05:59:59+02:00;342.333333333
2015-09-23T06:59:59+02:00;385.333333333
2015-09-23T07:59:59+02:00;491.5
2015-09-23T08:59:59+02:00;584.0
2015-09-23T09:59:59+02:00;586.166666667
2015-09-23T10:59:59+02:00;555.833333333
2015-09-23T11:59:59+02:00;556.666666667
2015-09-23T12:59:59+02:00;492.666666667
2015-09-23T13:59:59+02:00;459.666666667
2015-09-23T14:59:59+02:00;442.0
2015-09-23T15:59:59+02:00;420.666666667
2015-09-23T16:59:59+02:00;444.0
2015-09-23T17:59:59+02:00;516.333333333
2015-09-23T18:59:59+02:00;579.666666667
2015-09-23T19:59:59+02:00;567.0
2015-09-23T20:59:59+02:00;570.166666667
2015-09-23T21:59:59+02:00;684.0
2015-09-23T22:59:59+02:00;703.833333333
2015-09-23T23:59:59+02:00;557.333333333
2015-09-24T00:59:59+02:00;486.5
2015-09-24T01:59:59+02:00;404.666666667
2015-09-24T02:59:59+02:00;380.333333333
2015-09-24T03:59:59+02:00;372.833333333
2015-09-24T04:59:59+02:00;344.0
2015-09-24T05:59:59+02:00;321.0
2015-09-24T06:59:59+02:00;396.833333333
2015-09-24T07:59:59+02:00;511.333333333
2015-09-24T08:59:59+02:00;572.5
2015-09-24T09:59:59+02:00;580.666666667
2015-09-24T10:59:59+02:00;555.5
2015-09-24T11:59:59+02:00;557.666666667
2015-09-24T12:59:59+02:00;527.666666667
2015-09-24T13:59:59+02:00;488.333333333
2015-09-24T14:59:59+02:00;459.166666667
2015-09-24T15:59:59+02:00;430.5
2015-09-24T16:59:59+02:00;425.5
2015-09-24T17:59:59+02:00;491.166666667
2015-09-24T18:59:59+02:00;510.5
2015-09-24T19:59:59+02:00;529.5
2015-09-24T20:59:59+02:00;524.166666667
2015-09-24T21:59:59+02:00;645.0
2015-09-24T22:59:59+02:00;689.333333333
2015-09-24T23:59:59+02:00;549.333333333
2015-09-25T00:59:59+02:00;485.166666667
2015-09-25T01:59:59+02:00;390.333333333
2015-09-25T02:59:59+02:00;359.0
2015-09-25T03:59:59+02:00;359.0
2015-09-25T04:59:59+02:00;330.5
2015-09-25T05:59:59+02:00;333.0
2015-09-25T06:59:59+02:00;403.0
2015-09-25T07:59:59+02:00;457.333333333
2015-09-25T08:59:59+02:00;529.666666667
2015-09-25T09:59:59+02:00;551.333333333
2015-09-25T10:59:59+02:00;534.166666667
2015-09-25T11:59:59+02:00;537.0
2015-09-25T12:59:59+02:00;493.5
2015-09-25T13:59:59+02:00;453.333333333
2015-09-25T14:59:59+02:00;438.0
2015-09-25T15:59:59+02:00;419.166666667
2015-09-25T16:59:59+02:00;414.0
2015-09-25T17:59:59+02:00;449.5
2015-09-25T18:59:59+02:00;513.333333333
2015-09-25T19:59:59+02:00;535.333333333
2015-09-25T20:59:59+02:00;564.5
2015-09-25T21:59:59+02:00;732.833333333
2015-09-25T22:59:59+02:00;746.0
2015-09-25T23:59:59+02:00;603.333333333
2015-09-26T00:59:59+02:00;478.0
2015-09-26T01:59:59+02:00;426.5
2015-09-26T02:59:59+02:00;379.0
2015-09-26T03:59:59+02:00;369.166666667
2015-09-26T04:59:59+02:00;345.0
2015-09-26T05:59:59+02:00;337.833333333
2015-09-26T06:59:59+02:00;396.0
2015-09-26T07:59:59+02:00;471.0
2015-09-26T08:59:59+02:00;554.333333333
2015-09-26T09:59:59+02:00;528.333333333
2015-09-26T10:59:59+02:00;558.166666667
2015-09-26T11:59:59+02:00;557.333333333
2015-09-26T12:59:59+02:00;528.5
2015-09-26T13:59:59+02:00;468.5
2015-09-26T14:59:59+02:00;452.833333333
2015-09-26T15:59:59+02:00;440.833333333
2015-09-26T16:59:59+02:00;442.166666667
2015-09-26T17:59:59+02:00;476.666666667
2015-09-26T18:59:59+02:00;558.166666667
2015-09-26T19:59:59+02:00;558.666666667
2015-09-26T20:59:59+02:00;567.833333333
2015-09-26T21:59:59+02:00;690.833333333
2015-09-26T22:59:59+02:00;726.833333333
2015-09-26T23:59:59+02:00;615.0
2015-09-27T00:59:59+02:00;504.333333333
2015-09-27T01:59:59+02:00;415.833333333
2015-09-27T02:59:59+02:00;382.666666667
2015-09-27T03:59:59+02:00;355.666666667
2015-09-27T04:59:59+02:00;338.5
2015-09-27T05:59:59+02:00;343.5
2015-09-27T06:59:59+02:00;377.166666667
2015-09-27T07:59:59+02:00;443.0
2015-09-27T08:59:59+02:00;545.333333333
2015-09-27T09:59:59+02:00;562.666666667
2015-09-27T10:59:59+02:00;599.666666667
2015-09-27T11:59:59+02:00;581.5
2015-09-27T12:59:59+02:00;519.166666667
2015-09-27T13:59:59+02:00;458.5
2015-09-27T14:59:59+02:00;406.5
2015-09-27T15:59:59+02:00;387.333333333
2015-09-27T16:59:59+02:00;373.5
2015-09-27T17:59:59+02:00;426.333333333
2015-09-27T18:59:59+02:00;473.5
2015-09-27T19:59:59+02:00;519.166666667
2015-09-27T20:59:59+02:00;535.333333333
2015-09-27T21:59:59+02:00;665.333333333
2015-09-27T22:59:59+02:00;724.5
2015-09-27T23:59:59+02:00;567.166666667
2015-09-28T00:59:59+02:00;483.833333333
2015-09-28T01:59:59+02:00;422.833333333
2015-09-28T02:59:59+02:00;366.333333333
2015-09-28T03:59:59+02:00;355.5
2015-09-28T04:59:59+02:00;348.166666667
2015-09-28T05:59:59+02:00;331.666666667
2015-09-28T06:59:59+02:00;397.666666667
2015-09-28T07:59:59+02:00;465.666666667
2015-09-28T08:59:59+02:00;529.333333333
2015-09-28T09:59:59+02:00;549.166666667
2015-09-28T10:59:59+02:00;518.5
2015-09-28T11:59:59+02:00;518.666666667
2015-09-28T12:59:59+02:00;508.333333333
2015-09-28T13:59:59+02:00;470.0
2015-09-28T14:59:59+02:00;442.0
2015-09-28T15:59:59+02:00;422.166666667
2015-09-28T16:59:59+02:00;412.0
2015-09-28T17:59:59+02:00;448.666666667
2015-09-28T18:59:59+02:00;497.0
2015-09-28T19:59:59+02:00;523.333333333
2015-09-28T20:59:59+02:00;534.0
2015-09-28T21:59:59+02:00;670.0
2015-09-28T22:59:59+02:00;718.833333333
2015-09-28T23:59:59+02:00;591.0
2015-09-29T00:59:59+02:00;482.166666667
2015-09-29T01:59:59+02:00;404.833333333
2015-09-29T02:59:59+02:00;377.166666667
2015-09-29T03:59:59+02:00;368.5
2015-09-29T04:59:59+02:00;359.666666667
2015-09-29T05:59:59+02:00;360.5
2015-09-29T06:59:59+02:00;422.0
2015-09-29T07:59:59+02:00;512.5
2015-09-29T08:59:59+02:00;569.5
2015-09-29T09:59:59+02:00;558.833333333
2015-09-29T10:59:59+02:00;567.833333333
2015-09-29T11:59:59+02:00;549.0
2015-09-29T12:59:59+02:00;522.666666667
2015-09-29T13:59:59+02:00;474.5
2015-09-29T14:59:59+02:00;471.5
2015-09-29T15:59:59+02:00;451.666666667
2015-09-29T16:59:59+02:00;452.0
2015-09-29T17:59:59+02:00;499.0
2015-09-29T18:59:59+02:00;557.0
2015-09-29T19:59:59+02:00;563.0
2015-09-29T20:59:59+02:00;561.833333333
2015-09-29T21:59:59+02:00;689.333333333
2015-09-29T22:59:59+02:00;740.333333333
2015-09-29T23:59:59+02:00;612.333333333
2015-09-30T00:59:59+02:00;513.333333333
2015-09-30T01:59:59+02:00;442.833333333
2015-09-30T02:59:59+02:00;396.166666667
2015-09-30T03:59:59+02:00;396.666666667
2015-09-30T04:59:59+02:00;369.833333333
2015-09-30T05:59:59+02:00;367.5
2015-09-30T06:59:59+02:00;444.0
2015-09-30T07:59:59+02:00;520.166666667
2015-09-30T08:59:59+02:00;562.333333333
2015-09-30T09:59:59+02:00;578.833333333
2015-09-30T10:59:59+02:00;576.333333333
2015-09-30T11:59:59+02:00;579.333333333
2015-09-30T12:59:59+02:00;519.5
2015-09-30T13:59:59+02:00;500.5
2015-09-30T14:59:59+02:00;470.666666667
2015-09-30T15:59:59+02:00;441.833333333
2015-09-30T16:59:59+02:00;452.333333333
2015-09-30T17:59:59+02:00;489.5
2015-09-30T18:59:59+02:00;533.333333333
2015-09-30T19:59:59+02:00;566.666666667
2015-09-30T20:59:59+02:00;569.666666667
2015-09-30T21:59:59+02:00;707.666666667
2015-09-30T22:59:59+02:00;750.166666667
2015-09-30T23:59:59+02:00;591.666666667
2015-10-01T00:59:59+02:00;521.333333333
2015-10-01T01:59:59+02:00;460.0
2015-10-01T02:59:59+02:00;398.0
2015-10-01T03:59:59+02:00;406.166666667
2015-10-01T04:59:59+02:00;374.666666667
2015-10-01T05:59:59+02:00;396.666666667
2015-10-01T06:59:59+02:00;455.166666667
2015-10-01T07:59:59+02:00;541.0
2015-10-01T08:59:59+02:00;583.333333333
2015-10-01T09:59:59+02:00;596.0
2015-10-01T10:59:59+02:00;576.0
2015-10-01T11:59:59+02:00;575.166666667
2015-10-01T12:59:59+02:00;555.5
2015-10-01T13:59:59+02:00;510.0
2015-10-01T14:59:59+02:00;478.666666667
2015-10-01T15:59:59+02:00;452.666666667
2015-10-01T16:59:59+02:00;450.333333333
2015-10-01T17:59:59+02:00;486.666666667
2015-10-01T18:59:59+02:00;519.666666667
2015-10-01T19:59:59+02:00;539.333333333
2015-10-01T20:59:59+02:00;540.0
2015-10-01T21:59:59+02:00;698.833333333
2015-10-01T22:59:59+02:00;722.0
2015-10-01T23:59:59+02:00;601.0
2015-10-02T00:59:59+02:00;527.0
2015-10-02T01:59:59+02:00;458.0
2015-10-02T02:59:59+02:00;413.5
2015-10-02T03:59:59+02:00;404.833333333
2015-10-02T04:59:59+02:00;374.833333333
2015-10-02T05:59:59+02:00;398.666666667
2015-10-02T06:59:59+02:00;452.5
2015-10-02T07:59:59+02:00;507.833333333
2015-10-02T08:59:59+02:00;552.5
2015-10-02T09:59:59+02:00;557.166666667
2015-10-02T10:59:59+02:00;557.333333333
2015-10-02T11:59:59+02:00;544.166666667
2015-10-02T12:59:59+02:00;528.0
2015-10-02T13:59:59+02:00;475.666666667
2015-10-02T14:59:59+02:00;458.166666667
2015-10-02T15:59:59+02:00;434.833333333
2015-10-02T16:59:59+02:00;443.166666667
2015-10-02T17:59:59+02:00;453.0
2015-10-02T18:59:59+02:00;498.5
2015-10-02T19:59:59+02:00;546.833333333
2015-10-02T20:59:59+02:00;554.666666667
2015-10-02T21:59:59+02:00;692.333333333
2015-10-02T22:59:59+02:00;710.833333333
2015-10-02T23:59:59+02:00;561.666666667
2015-10-03T00:59:59+02:00;519.0
2015-10-03T01:59:59+02:00;431.166666667
2015-10-03T02:59:59+02:00;393.666666667
2015-10-03T03:59:59+02:00;392.666666667
2015-10-03T04:59:59+02:00;355.666666667
2015-10-03T05:59:59+02:00;373.666666667
2015-10-03T06:59:59+02:00;411.833333333
2015-10-03T07:59:59+02:00;489.833333333
2015-10-03T08:59:59+02:00;551.0
2015-10-03T09:59:59+02:00;563.666666667
2015-10-03T10:59:59+02:00;541.166666667
2015-10-03T11:59:59+02:00;546.0
2015-10-03T12:59:59+02:00;489.833333333
2015-10-03T13:59:59+02:00;456.166666667
2015-10-03T14:59:59+02:00;444.166666667
2015-10-03T15:59:59+02:00;404.166666667
2015-10-03T16:59:59+02:00;401.5
2015-10-03T17:59:59+02:00;445.666666667
2015-10-03T18:59:59+02:00;503.333333333
2015-10-03T19:59:59+02:00;544.666666667
2015-10-03T20:59:59+02:00;539.333333333
2015-10-03T21:59:59+02:00;685.833333333
2015-10-03T22:59:59+02:00;714.166666667
2015-10-03T23:59:59+02:00;588.166666667
2015-10-04T00:59:59+02:00;506.333333333
2015-10-04T01:59:59+02:00;440.0
2015-10-04T02:59:59+02:00;386.166666667
2015-10-04T03:59:59+02:00;365.833333333
2015-10-04T04:59:59+02:00;336.666666667
2015-10-04T05:59:59+02:00;346.5
2015-10-04T06:59:59+02:00;375.833333333
2015-10-04T07:59:59+02:00;438.166666667
2015-10-04T08:59:59+02:00;527.333333333
2015-10-04T09:59:59+02:00;597.166666667
2015-10-04T10:59:59+02:00;623.166666667
2015-10-04T11:59:59+02:00;646.666666667
2015-10-04T12:59:59+02:00;588.5
2015-10-04T13:59:59+02:00;547.333333333
2015-10-04T14:59:59+02:00;499.833333333
2015-10-04T15:59:59+02:00;494.333333333
2015-10-04T16:59:59+02:00;502.0
2015-10-04T17:59:59+02:00;529.666666667
2015-10-04T18:59:59+02:00;591.833333333
2015-10-04T19:59:59+02:00;580.333333333
2015-10-04T20:59:59+02:00;557.333333333
2015-10-04T21:59:59+02:00;677.0
2015-10-04T22:59:59+02:00;718.5
2015-10-04T23:59:59+02:00;594.0
2015-10-05T00:59:59+02:00;501.666666667
2015-10-05T01:59:59+02:00;441.666666667
2015-10-05T02:59:59+02:00;400.333333333
2015-10-05T03:59:59+02:00;396.0
2015-10-05T04:59:59+02:00;357.833333333
2015-10-05T05:59:59+02:00;361.0
2015-10-05T06:59:59+02:00;408.5
2015-10-05T07:59:59+02:00;476.333333333
2015-10-05T08:59:59+02:00;577.333333333
2015-10-05T09:59:59+02:00;583.5
2015-10-05T10:59:59+02:00;598.833333333
2015-10-05T11:59:59+02:00;621.666666667
2015-10-05T12:59:59+02:00;548.833333333
2015-10-05T13:59:59+02:00;519.0
2015-10-05T14:59:59+02:00;496.166666667
2015-10-05T15:59:59+02:00;491.5
2015-10-05T16:59:59+02:00;497.666666667
2015-10-05T17:59:59+02:00;521.166666667
2015-10-05T18:59:59+02:00;573.833333333
2015-10-05T19:59:59+02:00;560.166666667
2015-10-05T20:59:59+02:00;541.666666667
2015-10-05T21:59:59+02:00;686.5
2015-10-05T22:59:59+02:00;715.333333333
2015-10-05T23:59:59+02:00;601.833333333
2015-10-06T00:59:59+02:00;549.333333333
2015-10-06T01:59:59+02:00;443.666666667
2015-10-06T02:59:59+02:00;406.833333333
2015-10-06T03:59:59+02:00;409.5
2015-10-06T04:59:59+02:00;400.833333333
2015-10-06T05:59:59+02:00;440.0
2015-10-06T06:59:59+02:00;453.0
2015-10-06T07:59:59+02:00;514.5
2015-10-06T08:59:59+02:00;569.0
2015-10-06T09:59:59+02:00;607.166666667
2015-10-06T10:59:59+02:00;638.833333333
2015-10-06T11:59:59+02:00;599.333333333
2015-10-06T12:59:59+02:00;544.0
2015-10-06T13:59:59+02:00;508.0
2015-10-06T14:59:59+02:00;485.333333333
2015-10-06T15:59:59+02:00;471.5
2015-10-06T16:59:59+02:00;479.666666667
2015-10-06T17:59:59+02:00;547.833333333
2015-10-06T18:59:59+02:00;629.166666667
2015-10-06T19:59:59+02:00;622.333333333
2015-10-06T20:59:59+02:00;587.0
2015-10-06T21:59:59+02:00;713.833333333
2015-10-06T22:59:59+02:00;738.166666667
2015-10-06T23:59:59+02:00;639.666666667
2015-10-07T00:59:59+02:00;563.666666667
2015-10-07T01:59:59+02:00;486.0
2015-10-07T02:59:59+02:00;433.333333333
2015-10-07T03:59:59+02:00;416.333333333
2015-10-07T04:59:59+02:00;402.666666667
2015-10-07T05:59:59+02:00;392.833333333
2015-10-07T06:59:59+02:00;464.833333333
2015-10-07T07:59:59+02:00;535.833333333
2015-10-07T08:59:59+02:00;595.0
2015-10-07T09:59:59+02:00;593.166666667
2015-10-07T10:59:59+02:00;581.166666667
2015-10-07T11:59:59+02:00;604.166666667
2015-10-07T12:59:59+02:00;543.5
2015-10-07T13:59:59+02:00;522.166666667
2015-10-07T14:59:59+02:00;481.0
2015-10-07T15:59:59+02:00;445.5
2015-10-07T16:59:59+02:00;429.0
2015-10-07T17:59:59+02:00;473.666666667
2015-10-07T18:59:59+02:00;561.166666667
2015-10-07T19:59:59+02:00;600.666666667
2015-10-07T20:59:59+02:00;561.666666667
2015-10-07T21:59:59+02:00;712.166666667
2015-10-07T22:59:59+02:00;724.833333333
2015-10-07T23:59:59+02:00;588.5
2015-10-08T00:59:59+02:00;534.666666667
2015-10-08T01:59:59+02:00;454.0
2015-10-08T02:59:59+02:00;413.166666667
2015-10-08T03:59:59+02:00;389.666666667
2015-10-08T04:59:59+02:00;381.166666667
2015-10-08T05:59:59+02:00;377.833333333
2015-10-08T06:59:59+02:00;432.666666667
2015-10-08T07:59:59+02:00;514.666666667
2015-10-08T08:59:59+02:00;572.666666667
2015-10-08T09:59:59+02:00;563.5
2015-10-08T10:59:59+02:00;533.833333333
2015-10-08T11:59:59+02:00;552.5
2015-10-08T12:59:59+02:00;497.166666667
2015-10-08T13:59:59+02:00;458.5
2015-10-08T14:59:59+02:00;422.833333333
2015-10-08T15:59:59+02:00;406.166666667
2015-10-08T16:59:59+02:00;411.166666667
2015-10-08T17:59:59+02:00;434.166666667
2015-10-08T18:59:59+02:00;503.5
2015-10-08T19:59:59+02:00;568.5
2015-10-08T20:59:59+02:00;554.166666667
2015-10-08T21:59:59+02:00;688.333333333
2015-10-08T22:59:59+02:00;709.833333333
2015-10-08T23:59:59+02:00;603.166666667
2015-10-09T00:59:59+02:00;515.833333333
2015-10-09T01:59:59+02:00;439.833333333
2015-10-09T02:59:59+02:00;399.833333333
2015-10-09T03:59:59+02:00;397.333333333
2015-10-09T04:59:59+02:00;370.0
2015-10-09T05:59:59+02:00;377.666666667
2015-10-09T06:59:59+02:00;444.166666667
2015-10-09T07:59:59+02:00;493.166666667
